Wind power DK prognosis in MWh,,,
Data was last updated 31-12-2019,,,
,Hours,DK1,DK2
2/2/2019,14 - 15,894,293
2/2/2019,15 - 16,841,284
2/2/2019,16 - 17,740,283
2/2/2019,17 - 18,748,294
2/2/2019,18 - 19,773,246
2/2/2019,19 - 20,765,224
2/2/2019,20 - 21,782,219
2/2/2019,21 - 22,816,195
2/2/2019,22 - 23,763,193
2/2/2019,23 - 00,726,211
3/2/2019,00 - 01,977,217
3/2/2019,01 - 02,1042,238
3/2/2019,02 - 03,1067,261
3/2/2019,03 - 04,1126,277
3/2/2019,04 - 05,1097,279
3/2/2019,05 - 06,1061,276
3/2/2019,06 - 07,1043,286
3/2/2019,07 - 08,912,324
3/2/2019,08 - 09,799,370
3/2/2019,09 - 10,738,404
3/2/2019,10 - 11,724,411
3/2/2019,11 - 12,769,372
3/2/2019,12 - 13,858,332
3/2/2019,13 - 14,834,332
3/2/2019,14 - 15,690,335
3/2/2019,15 - 16,483,343
3/2/2019,16 - 17,389,307
3/2/2019,17 - 18,397,215
3/2/2019,18 - 19,434,167
3/2/2019,19 - 20,455,143
3/2/2019,20 - 21,457,120
3/2/2019,21 - 22,449,124
3/2/2019,22 - 23,457,145
3/2/2019,23 - 00,448,171
4/2/2019,00 - 01,717,101
4/2/2019,01 - 02,814,112
4/2/2019,02 - 03,975,124
4/2/2019,03 - 04,1150,144
4/2/2019,04 - 05,1336,175
4/2/2019,05 - 06,1577,226
4/2/2019,06 - 07,1820,305
4/2/2019,07 - 08,2003,401
4/2/2019,08 - 09,2210,535
4/2/2019,09 - 10,2371,627
4/2/2019,10 - 11,2549,677
4/2/2019,11 - 12,2786,720
4/2/2019,12 - 13,3093,765
4/2/2019,13 - 14,3353,815
4/2/2019,14 - 15,3541,856
4/2/2019,15 - 16,3638,894
4/2/2019,16 - 17,3696,939
4/2/2019,17 - 18,3764,988
4/2/2019,18 - 19,3776,1030
4/2/2019,19 - 20,3631,1021
4/2/2019,20 - 21,3537,1018
4/2/2019,21 - 22,3516,1022
4/2/2019,22 - 23,3432,1020
4/2/2019,23 - 00,3422,1023
5/2/2019,00 - 01,3527,1011
5/2/2019,01 - 02,3537,979
5/2/2019,02 - 03,3536,929
5/2/2019,03 - 04,3553,898
5/2/2019,04 - 05,3518,890
5/2/2019,05 - 06,3385,892
5/2/2019,06 - 07,3243,933
5/2/2019,07 - 08,3037,923
5/2/2019,08 - 09,2882,929
5/2/2019,09 - 10,2712,899
5/2/2019,10 - 11,2637,893
5/2/2019,11 - 12,2634,881
5/2/2019,12 - 13,2699,878
5/2/2019,13 - 14,2681,894
5/2/2019,14 - 15,2521,892
5/2/2019,15 - 16,2298,873
5/2/2019,16 - 17,2058,827
5/2/2019,17 - 18,1771,800
5/2/2019,18 - 19,1510,773
5/2/2019,19 - 20,1184,716
5/2/2019,20 - 21,898,669
5/2/2019,21 - 22,679,600
5/2/2019,22 - 23,551,545
5/2/2019,23 - 00,447,484
6/2/2019,00 - 01,537,433
6/2/2019,01 - 02,550,392
6/2/2019,02 - 03,609,348
6/2/2019,03 - 04,715,269
6/2/2019,04 - 05,889,186
6/2/2019,05 - 06,1146,178
6/2/2019,06 - 07,1509,241
6/2/2019,07 - 08,1821,329
6/2/2019,08 - 09,2154,481
6/2/2019,09 - 10,2307,585
6/2/2019,10 - 11,2377,653
6/2/2019,11 - 12,2332,680
6/2/2019,12 - 13,2231,687
6/2/2019,13 - 14,2083,701
6/2/2019,14 - 15,1883,695
6/2/2019,15 - 16,1682,683
6/2/2019,16 - 17,1509,648
6/2/2019,17 - 18,1363,602
6/2/2019,18 - 19,1230,566
6/2/2019,19 - 20,1161,495
6/2/2019,20 - 21,1100,454
6/2/2019,21 - 22,1074,405
6/2/2019,22 - 23,1002,348
6/2/2019,23 - 00,893,289
7/2/2019,00 - 01,564,179
7/2/2019,01 - 02,462,142
7/2/2019,02 - 03,397,130
7/2/2019,03 - 04,423,149
7/2/2019,04 - 05,489,208
7/2/2019,05 - 06,618,301
7/2/2019,06 - 07,835,441
7/2/2019,07 - 08,1129,549
7/2/2019,08 - 09,1433,672
7/2/2019,09 - 10,1630,730
7/2/2019,10 - 11,1817,776
7/2/2019,11 - 12,2011,810
7/2/2019,12 - 13,2219,828
7/2/2019,13 - 14,2485,854
7/2/2019,14 - 15,2758,876
7/2/2019,15 - 16,2896,908
7/2/2019,16 - 17,3025,926
7/2/2019,17 - 18,3118,954
7/2/2019,18 - 19,3180,1002
7/2/2019,19 - 20,3065,1014
7/2/2019,20 - 21,3032,1023
7/2/2019,21 - 22,3104,1034
7/2/2019,22 - 23,3160,1036
7/2/2019,23 - 00,3373,1054
8/2/2019,00 - 01,3811,1039
8/2/2019,01 - 02,3783,1010
8/2/2019,02 - 03,3745,978
8/2/2019,03 - 04,3689,954
8/2/2019,04 - 05,3561,941
8/2/2019,05 - 06,3359,937
8/2/2019,06 - 07,3147,947
8/2/2019,07 - 08,2801,914
8/2/2019,08 - 09,2530,887
8/2/2019,09 - 10,2371,826
8/2/2019,10 - 11,2385,791
8/2/2019,11 - 12,2452,741
8/2/2019,12 - 13,2562,726
8/2/2019,13 - 14,2729,773
8/2/2019,14 - 15,2986,817
8/2/2019,15 - 16,3215,850
8/2/2019,16 - 17,3374,878
8/2/2019,17 - 18,3516,927
8/2/2019,18 - 19,3599,971
8/2/2019,19 - 20,3570,979
8/2/2019,20 - 21,3560,988
8/2/2019,21 - 22,3637,1003
8/2/2019,22 - 23,3625,1014
8/2/2019,23 - 00,3700,1030
9/2/2019,00 - 01,3784,1045
9/2/2019,01 - 02,3708,1032
9/2/2019,02 - 03,3511,1008
9/2/2019,03 - 04,3336,994
9/2/2019,04 - 05,3199,994
9/2/2019,05 - 06,3132,970
9/2/2019,06 - 07,3109,967
9/2/2019,07 - 08,3016,928
9/2/2019,08 - 09,3082,921
9/2/2019,09 - 10,3151,913
9/2/2019,10 - 11,3280,924
9/2/2019,11 - 12,3406,934
9/2/2019,12 - 13,3560,968
9/2/2019,13 - 14,3682,1020
9/2/2019,14 - 15,3762,1066
9/2/2019,15 - 16,3689,1086
9/2/2019,16 - 17,3682,1093
9/2/2019,17 - 18,3756,1096
9/2/2019,18 - 19,3794,1101
9/2/2019,19 - 20,3695,1075
9/2/2019,20 - 21,3649,1058
9/2/2019,21 - 22,3733,1056
9/2/2019,22 - 23,3700,1047
9/2/2019,23 - 00,3789,1039
10/2/2019,00 - 01,3802,1039
10/2/2019,01 - 02,3652,980
10/2/2019,02 - 03,3512,887
10/2/2019,03 - 04,3358,788
10/2/2019,04 - 05,3164,758
10/2/2019,05 - 06,2882,751
10/2/2019,06 - 07,2605,738
10/2/2019,07 - 08,2251,686
10/2/2019,08 - 09,1940,625
10/2/2019,09 - 10,1648,543
10/2/2019,10 - 11,1394,485
10/2/2019,11 - 12,1141,382
10/2/2019,12 - 13,883,286
10/2/2019,13 - 14,642,216
10/2/2019,14 - 15,384,138
10/2/2019,15 - 16,265,94
10/2/2019,16 - 17,235,67
10/2/2019,17 - 18,236,62
10/2/2019,18 - 19,333,90
10/2/2019,19 - 20,473,131
10/2/2019,20 - 21,747,204
10/2/2019,21 - 22,1111,312
10/2/2019,22 - 23,1366,398
10/2/2019,23 - 00,1588,436
11/2/2019,00 - 01,1985,637
11/2/2019,01 - 02,2104,648
11/2/2019,02 - 03,2223,646
11/2/2019,03 - 04,2412,681
11/2/2019,04 - 05,2630,723
11/2/2019,05 - 06,2694,768
11/2/2019,06 - 07,2749,853
11/2/2019,07 - 08,2680,887
11/2/2019,08 - 09,2698,933
11/2/2019,09 - 10,2739,939
11/2/2019,10 - 11,2793,968
11/2/2019,11 - 12,2879,989
11/2/2019,12 - 13,3013,1020
11/2/2019,13 - 14,3079,1052
11/2/2019,14 - 15,3099,1048
11/2/2019,15 - 16,3105,1004
11/2/2019,16 - 17,3201,969
11/2/2019,17 - 18,3311,925
11/2/2019,18 - 19,3355,883
11/2/2019,19 - 20,3262,840
11/2/2019,20 - 21,3174,803
11/2/2019,21 - 22,3206,767
11/2/2019,22 - 23,3131,770
11/2/2019,23 - 00,2977,811
12/2/2019,00 - 01,2767,831
12/2/2019,01 - 02,2525,807
12/2/2019,02 - 03,2302,750
12/2/2019,03 - 04,2062,702
12/2/2019,04 - 05,1760,675
12/2/2019,05 - 06,1426,628
12/2/2019,06 - 07,1183,601
12/2/2019,07 - 08,918,531
12/2/2019,08 - 09,732,476
12/2/2019,09 - 10,613,399
12/2/2019,10 - 11,515,366
12/2/2019,11 - 12,449,334
12/2/2019,12 - 13,469,281
12/2/2019,13 - 14,558,237
12/2/2019,14 - 15,661,212
12/2/2019,15 - 16,744,186
12/2/2019,16 - 17,931,165
12/2/2019,17 - 18,1184,147
12/2/2019,18 - 19,1447,158
12/2/2019,19 - 20,1695,191
12/2/2019,20 - 21,1891,224
12/2/2019,21 - 22,2155,316
12/2/2019,22 - 23,2273,446
12/2/2019,23 - 00,2258,573
13-02-2019,00 - 01,2795,842
13-02-2019,01 - 02,2697,845
13-02-2019,02 - 03,2615,841
13-02-2019,03 - 04,2582,850
13-02-2019,04 - 05,2538,854
13-02-2019,05 - 06,2455,836
13-02-2019,06 - 07,2366,833
13-02-2019,07 - 08,2165,796
13-02-2019,08 - 09,1895,780
13-02-2019,09 - 10,1662,737
13-02-2019,10 - 11,1524,706
13-02-2019,11 - 12,1546,643
13-02-2019,12 - 13,1642,612
13-02-2019,13 - 14,1629,635
13-02-2019,14 - 15,1614,662
13-02-2019,15 - 16,1666,674
13-02-2019,16 - 17,1675,656
13-02-2019,17 - 18,1695,626
13-02-2019,18 - 19,1675,550
13-02-2019,19 - 20,1566,484
13-02-2019,20 - 21,1505,490
13-02-2019,21 - 22,1513,501
13-02-2019,22 - 23,1444,538
13-02-2019,23 - 00,1355,576
14-02-2019,00 - 01,1147,531
14-02-2019,01 - 02,1035,480
14-02-2019,02 - 03,983,414
14-02-2019,03 - 04,928,396
14-02-2019,04 - 05,963,379
14-02-2019,05 - 06,1005,326
14-02-2019,06 - 07,1008,310
14-02-2019,07 - 08,1020,281
14-02-2019,08 - 09,1037,295
14-02-2019,09 - 10,1080,284
14-02-2019,10 - 11,1118,282
14-02-2019,11 - 12,1146,249
14-02-2019,12 - 13,1214,247
14-02-2019,13 - 14,1346,255
14-02-2019,14 - 15,1374,248
14-02-2019,15 - 16,1344,269
14-02-2019,16 - 17,1310,278
14-02-2019,17 - 18,1241,294
14-02-2019,18 - 19,1199,315
14-02-2019,19 - 20,1151,325
14-02-2019,20 - 21,1171,350
14-02-2019,21 - 22,1258,345
14-02-2019,22 - 23,1277,317
14-02-2019,23 - 00,1283,286
15-02-2019,00 - 01,1046,229
15-02-2019,01 - 02,1038,202
15-02-2019,02 - 03,1045,190
15-02-2019,03 - 04,1027,174
15-02-2019,04 - 05,1001,172
15-02-2019,05 - 06,967,157
15-02-2019,06 - 07,947,166
15-02-2019,07 - 08,903,155
15-02-2019,08 - 09,886,132
15-02-2019,09 - 10,893,110
15-02-2019,10 - 11,879,91
15-02-2019,11 - 12,875,68
15-02-2019,12 - 13,892,66
15-02-2019,13 - 14,999,79
15-02-2019,14 - 15,1087,88
15-02-2019,15 - 16,1156,100
15-02-2019,16 - 17,1263,119
15-02-2019,17 - 18,1442,172
15-02-2019,18 - 19,1594,225
15-02-2019,19 - 20,1594,263
15-02-2019,20 - 21,1650,319
15-02-2019,21 - 22,1800,365
15-02-2019,22 - 23,1906,417
15-02-2019,23 - 00,1924,452
16-02-2019,00 - 01,1998,457
16-02-2019,01 - 02,1960,449
16-02-2019,02 - 03,1961,424
16-02-2019,03 - 04,1848,418
16-02-2019,04 - 05,1841,414
16-02-2019,05 - 06,1980,438
16-02-2019,06 - 07,2103,467
16-02-2019,07 - 08,2158,468
16-02-2019,08 - 09,2221,491
16-02-2019,09 - 10,2330,504
16-02-2019,10 - 11,2372,500
16-02-2019,11 - 12,2414,449
16-02-2019,12 - 13,2398,423
16-02-2019,13 - 14,2341,450
16-02-2019,14 - 15,2175,484
16-02-2019,15 - 16,2004,538
16-02-2019,16 - 17,1900,562
16-02-2019,17 - 18,1774,610
16-02-2019,18 - 19,1694,590
16-02-2019,19 - 20,1612,560
16-02-2019,20 - 21,1561,547
16-02-2019,21 - 22,1536,509
16-02-2019,22 - 23,1492,488
16-02-2019,23 - 00,1444,464
17-02-2019,00 - 01,1245,439
17-02-2019,01 - 02,1151,381
17-02-2019,02 - 03,1033,328
17-02-2019,03 - 04,879,277
17-02-2019,04 - 05,822,221
17-02-2019,05 - 06,794,169
17-02-2019,06 - 07,737,142
17-02-2019,07 - 08,688,124
17-02-2019,08 - 09,591,124
17-02-2019,09 - 10,564,123
17-02-2019,10 - 11,568,128
17-02-2019,11 - 12,585,128
17-02-2019,12 - 13,637,124
17-02-2019,13 - 14,706,116
17-02-2019,14 - 15,775,101
17-02-2019,15 - 16,805,96
17-02-2019,16 - 17,862,110
17-02-2019,17 - 18,964,150
17-02-2019,18 - 19,1080,185
17-02-2019,19 - 20,1237,263
17-02-2019,20 - 21,1441,345
17-02-2019,21 - 22,1591,395
17-02-2019,22 - 23,1617,430
17-02-2019,23 - 00,1565,412
18-02-2019,00 - 01,1547,299
18-02-2019,01 - 02,1489,284
18-02-2019,02 - 03,1473,255
18-02-2019,03 - 04,1388,241
18-02-2019,04 - 05,1366,208
18-02-2019,05 - 06,1400,186
18-02-2019,06 - 07,1436,163
18-02-2019,07 - 08,1401,158
18-02-2019,08 - 09,1377,148
18-02-2019,09 - 10,1347,141
18-02-2019,10 - 11,1324,131
18-02-2019,11 - 12,1382,117
18-02-2019,12 - 13,1452,115
18-02-2019,13 - 14,1489,129
18-02-2019,14 - 15,1445,146
18-02-2019,15 - 16,1373,159
18-02-2019,16 - 17,1383,178
18-02-2019,17 - 18,1458,233
18-02-2019,18 - 19,1562,262
18-02-2019,19 - 20,1594,308
18-02-2019,20 - 21,1630,320
18-02-2019,21 - 22,1665,319
18-02-2019,22 - 23,1681,316
18-02-2019,23 - 00,1696,281
19-02-2019,00 - 01,1720,244
19-02-2019,01 - 02,1754,233
19-02-2019,02 - 03,1798,238
19-02-2019,03 - 04,1879,263
19-02-2019,04 - 05,2043,307
19-02-2019,05 - 06,2202,372
19-02-2019,06 - 07,2396,450
19-02-2019,07 - 08,2521,559
19-02-2019,08 - 09,2566,666
19-02-2019,09 - 10,2581,738
19-02-2019,10 - 11,2700,805
19-02-2019,11 - 12,2859,833
19-02-2019,12 - 13,3009,875
19-02-2019,13 - 14,3184,921
19-02-2019,14 - 15,3308,936
19-02-2019,15 - 16,3258,910
19-02-2019,16 - 17,3169,877
19-02-2019,17 - 18,3044,859
19-02-2019,18 - 19,2912,852
19-02-2019,19 - 20,2824,858
19-02-2019,20 - 21,2793,859
19-02-2019,21 - 22,2737,852
19-02-2019,22 - 23,2618,841
19-02-2019,23 - 00,2531,835
20-02-2019,00 - 01,2534,832
20-02-2019,01 - 02,2462,815
20-02-2019,02 - 03,2370,782
20-02-2019,03 - 04,2186,749
20-02-2019,04 - 05,2063,735
20-02-2019,05 - 06,1838,717
20-02-2019,06 - 07,1557,676
20-02-2019,07 - 08,1326,627
20-02-2019,08 - 09,1089,578
20-02-2019,09 - 10,877,527
20-02-2019,10 - 11,779,486
20-02-2019,11 - 12,756,455
20-02-2019,12 - 13,769,425
20-02-2019,13 - 14,742,393
20-02-2019,14 - 15,678,357
20-02-2019,15 - 16,640,311
20-02-2019,16 - 17,640,296
20-02-2019,17 - 18,672,282
20-02-2019,18 - 19,730,233
20-02-2019,19 - 20,811,213
20-02-2019,20 - 21,939,248
20-02-2019,21 - 22,1154,309
20-02-2019,22 - 23,1241,360
20-02-2019,23 - 00,1344,395
21-02-2019,00 - 01,1411,510
21-02-2019,01 - 02,1462,537
21-02-2019,02 - 03,1585,546
21-02-2019,03 - 04,1647,574
21-02-2019,04 - 05,1693,604
21-02-2019,05 - 06,1738,619
21-02-2019,06 - 07,1785,623
21-02-2019,07 - 08,1780,634
21-02-2019,08 - 09,1675,666
21-02-2019,09 - 10,1562,684
21-02-2019,10 - 11,1503,694
21-02-2019,11 - 12,1481,698
21-02-2019,12 - 13,1400,709
21-02-2019,13 - 14,1401,721
21-02-2019,14 - 15,1397,696
21-02-2019,15 - 16,1393,633
21-02-2019,16 - 17,1275,589
21-02-2019,17 - 18,1092,584
21-02-2019,18 - 19,964,553
21-02-2019,19 - 20,888,506
21-02-2019,20 - 21,851,470
21-02-2019,21 - 22,823,436
21-02-2019,22 - 23,807,415
21-02-2019,23 - 00,827,408
22-02-2019,00 - 01,852,328
22-02-2019,01 - 02,874,362
22-02-2019,02 - 03,814,426
22-02-2019,03 - 04,830,490
22-02-2019,04 - 05,895,507
22-02-2019,05 - 06,917,487
22-02-2019,06 - 07,926,463
22-02-2019,07 - 08,928,441
22-02-2019,08 - 09,951,437
22-02-2019,09 - 10,918,459
22-02-2019,10 - 11,928,453
22-02-2019,11 - 12,895,383
22-02-2019,12 - 13,866,304
22-02-2019,13 - 14,787,282
22-02-2019,14 - 15,734,293
22-02-2019,15 - 16,669,252
22-02-2019,16 - 17,624,205
22-02-2019,17 - 18,588,182
22-02-2019,18 - 19,621,203
22-02-2019,19 - 20,749,224
22-02-2019,20 - 21,890,228
22-02-2019,21 - 22,1018,240
22-02-2019,22 - 23,1038,274
22-02-2019,23 - 00,1035,306
23-02-2019,00 - 01,1169,254
23-02-2019,01 - 02,1115,243
23-02-2019,02 - 03,1025,229
23-02-2019,03 - 04,941,210
23-02-2019,04 - 05,891,187
23-02-2019,05 - 06,851,177
23-02-2019,06 - 07,828,180
23-02-2019,07 - 08,817,199
23-02-2019,08 - 09,835,219
23-02-2019,09 - 10,807,230
23-02-2019,10 - 11,786,218
23-02-2019,11 - 12,726,186
23-02-2019,12 - 13,653,153
23-02-2019,13 - 14,629,141
23-02-2019,14 - 15,605,122
23-02-2019,15 - 16,574,103
23-02-2019,16 - 17,583,97
23-02-2019,17 - 18,692,112
23-02-2019,18 - 19,848,127
23-02-2019,19 - 20,881,148
23-02-2019,20 - 21,889,181
23-02-2019,21 - 22,905,211
23-02-2019,22 - 23,920,225
23-02-2019,23 - 00,900,217
24-02-2019,00 - 01,1224,166
24-02-2019,01 - 02,1178,158
24-02-2019,02 - 03,1150,158
24-02-2019,03 - 04,1087,146
24-02-2019,04 - 05,1081,132
24-02-2019,05 - 06,1069,131
24-02-2019,06 - 07,999,139
24-02-2019,07 - 08,899,145
24-02-2019,08 - 09,749,128
24-02-2019,09 - 10,648,112
24-02-2019,10 - 11,595,112
24-02-2019,11 - 12,575,115
24-02-2019,12 - 13,539,120
24-02-2019,13 - 14,539,133
24-02-2019,14 - 15,580,148
24-02-2019,15 - 16,645,159
24-02-2019,16 - 17,685,191
24-02-2019,17 - 18,693,233
24-02-2019,18 - 19,748,223
24-02-2019,19 - 20,771,210
24-02-2019,20 - 21,780,197
24-02-2019,21 - 22,727,164
24-02-2019,22 - 23,679,163
24-02-2019,23 - 00,713,168
25-02-2019,00 - 01,717,121
25-02-2019,01 - 02,741,123
25-02-2019,02 - 03,733,117
25-02-2019,03 - 04,797,103
25-02-2019,04 - 05,931,111
25-02-2019,05 - 06,928,139
25-02-2019,06 - 07,920,169
25-02-2019,07 - 08,918,178
25-02-2019,08 - 09,846,155
25-02-2019,09 - 10,770,128
25-02-2019,10 - 11,754,120
25-02-2019,11 - 12,794,127
25-02-2019,12 - 13,811,144
25-02-2019,13 - 14,809,172
25-02-2019,14 - 15,859,216
25-02-2019,15 - 16,974,231
25-02-2019,16 - 17,1064,253
25-02-2019,17 - 18,1068,290
25-02-2019,18 - 19,1095,309
25-02-2019,19 - 20,1071,307
25-02-2019,20 - 21,1047,308
25-02-2019,21 - 22,1001,315
25-02-2019,22 - 23,929,299
25-02-2019,23 - 00,838,254
26-02-2019,00 - 01,987,307
26-02-2019,01 - 02,870,306
26-02-2019,02 - 03,686,269
26-02-2019,03 - 04,519,217
26-02-2019,04 - 05,448,181
26-02-2019,05 - 06,350,135
26-02-2019,06 - 07,314,141
26-02-2019,07 - 08,292,146
26-02-2019,08 - 09,284,137
26-02-2019,09 - 10,275,117
26-02-2019,10 - 11,284,90
26-02-2019,11 - 12,283,65
26-02-2019,12 - 13,244,49
26-02-2019,13 - 14,206,36
26-02-2019,14 - 15,177,30
26-02-2019,15 - 16,169,26
26-02-2019,16 - 17,176,27
26-02-2019,17 - 18,203,58
26-02-2019,18 - 19,260,85
26-02-2019,19 - 20,341,80
26-02-2019,20 - 21,415,58
26-02-2019,21 - 22,440,37
26-02-2019,22 - 23,475,29
26-02-2019,23 - 00,505,29
27-02-2019,00 - 01,880,86
27-02-2019,01 - 02,879,120
27-02-2019,02 - 03,832,146
27-02-2019,03 - 04,869,159
27-02-2019,04 - 05,932,180
27-02-2019,05 - 06,913,204
27-02-2019,06 - 07,937,252
27-02-2019,07 - 08,929,304
27-02-2019,08 - 09,985,345
27-02-2019,09 - 10,982,369
27-02-2019,10 - 11,941,368
27-02-2019,11 - 12,904,361
27-02-2019,12 - 13,915,340
27-02-2019,13 - 14,930,361
27-02-2019,14 - 15,985,349
27-02-2019,15 - 16,1026,356
27-02-2019,16 - 17,1048,384
27-02-2019,17 - 18,1056,449
27-02-2019,18 - 19,1143,516
27-02-2019,19 - 20,1183,582
27-02-2019,20 - 21,1223,612
27-02-2019,21 - 22,1230,622
27-02-2019,22 - 23,1221,624
27-02-2019,23 - 00,1220,612
28-02-2019,00 - 01,1910,650
28-02-2019,01 - 02,1950,655
28-02-2019,02 - 03,1944,654
28-02-2019,03 - 04,1966,670
28-02-2019,04 - 05,2022,656
28-02-2019,05 - 06,1941,602
28-02-2019,06 - 07,1785,521
28-02-2019,07 - 08,1512,499
28-02-2019,08 - 09,1242,472
28-02-2019,09 - 10,977,409
28-02-2019,10 - 11,763,341
28-02-2019,11 - 12,562,289
28-02-2019,12 - 13,393,241
28-02-2019,13 - 14,372,221
28-02-2019,14 - 15,384,225
28-02-2019,15 - 16,395,228
28-02-2019,16 - 17,373,191
28-02-2019,17 - 18,343,128
28-02-2019,18 - 19,365,79
28-02-2019,19 - 20,347,46
28-02-2019,20 - 21,261,27
28-02-2019,21 - 22,200,18
28-02-2019,22 - 23,158,13
28-02-2019,23 - 00,142,12
1/3/2019,00 - 01,145,22
1/3/2019,01 - 02,168,24
1/3/2019,02 - 03,184,38
1/3/2019,03 - 04,200,45
1/3/2019,04 - 05,234,44
1/3/2019,05 - 06,262,45
1/3/2019,06 - 07,292,43
1/3/2019,07 - 08,295,42
1/3/2019,08 - 09,272,29
1/3/2019,09 - 10,228,24
1/3/2019,10 - 11,215,23
1/3/2019,11 - 12,201,23
1/3/2019,12 - 13,194,22
1/3/2019,13 - 14,189,20
1/3/2019,14 - 15,172,21
1/3/2019,15 - 16,138,20
1/3/2019,16 - 17,111,18
1/3/2019,17 - 18,103,17
1/3/2019,18 - 19,105,22
1/3/2019,19 - 20,95,29
1/3/2019,20 - 21,90,28
1/3/2019,21 - 22,96,27
1/3/2019,22 - 23,111,30
1/3/2019,23 - 00,158,35
2/3/2019,00 - 01,134,62
2/3/2019,01 - 02,177,57
2/3/2019,02 - 03,221,42
2/3/2019,03 - 04,245,33
2/3/2019,04 - 05,295,30
2/3/2019,05 - 06,347,25
2/3/2019,06 - 07,411,28
2/3/2019,07 - 08,440,30
2/3/2019,08 - 09,455,45
2/3/2019,09 - 10,467,56
2/3/2019,10 - 11,525,70
2/3/2019,11 - 12,614,81
2/3/2019,12 - 13,725,102
2/3/2019,13 - 14,844,125
2/3/2019,14 - 15,1017,138
2/3/2019,15 - 16,1148,132
2/3/2019,16 - 17,1260,135
2/3/2019,17 - 18,1400,141
2/3/2019,18 - 19,1552,177
2/3/2019,19 - 20,1676,252
2/3/2019,20 - 21,1821,362
2/3/2019,21 - 22,1930,476
2/3/2019,22 - 23,1926,561
2/3/2019,23 - 00,1921,608
3/3/2019,00 - 01,2552,668
3/3/2019,01 - 02,2566,699
3/3/2019,02 - 03,2672,691
3/3/2019,03 - 04,2879,704
3/3/2019,04 - 05,3119,743
3/3/2019,05 - 06,3140,842
3/3/2019,06 - 07,2997,898
3/3/2019,07 - 08,2800,885
3/3/2019,08 - 09,2658,858
3/3/2019,09 - 10,2541,807
3/3/2019,10 - 11,2580,744
3/3/2019,11 - 12,2691,660
3/3/2019,12 - 13,2782,634
3/3/2019,13 - 14,2787,646
3/3/2019,14 - 15,2641,603
3/3/2019,15 - 16,2267,532
3/3/2019,16 - 17,1912,469
3/3/2019,17 - 18,1566,399
3/3/2019,18 - 19,1341,320
3/3/2019,19 - 20,1245,230
3/3/2019,20 - 21,1130,172
3/3/2019,21 - 22,1049,171
3/3/2019,22 - 23,1028,333
3/3/2019,23 - 00,1058,466
4/3/2019,00 - 01,1505,646
4/3/2019,01 - 02,1933,715
4/3/2019,02 - 03,2404,784
4/3/2019,03 - 04,2733,850
4/3/2019,04 - 05,3076,862
4/3/2019,05 - 06,3040,852
4/3/2019,06 - 07,2892,821
4/3/2019,07 - 08,2675,773
4/3/2019,08 - 09,2421,738
4/3/2019,09 - 10,2243,744
4/3/2019,10 - 11,2251,758
4/3/2019,11 - 12,2318,760
4/3/2019,12 - 13,2438,846
4/3/2019,13 - 14,2558,936
4/3/2019,14 - 15,2710,1009
4/3/2019,15 - 16,2710,1012
4/3/2019,16 - 17,2669,1003
4/3/2019,17 - 18,2722,1006
4/3/2019,18 - 19,2781,980
4/3/2019,19 - 20,2816,974
4/3/2019,20 - 21,2867,959
4/3/2019,21 - 22,2867,931
4/3/2019,22 - 23,2857,917
4/3/2019,23 - 00,2856,912
5/3/2019,00 - 01,2714,930
5/3/2019,01 - 02,2633,960
5/3/2019,02 - 03,2408,965
5/3/2019,03 - 04,2252,988
5/3/2019,04 - 05,2180,1017
5/3/2019,05 - 06,2017,1012
5/3/2019,06 - 07,1899,980
5/3/2019,07 - 08,1813,937
5/3/2019,08 - 09,1708,901
5/3/2019,09 - 10,1549,865
5/3/2019,10 - 11,1512,836
5/3/2019,11 - 12,1481,814
5/3/2019,12 - 13,1457,802
5/3/2019,13 - 14,1463,789
5/3/2019,14 - 15,1470,792
5/3/2019,15 - 16,1354,770
5/3/2019,16 - 17,1176,739
5/3/2019,17 - 18,946,680
5/3/2019,18 - 19,767,623
5/3/2019,19 - 20,646,576
5/3/2019,20 - 21,579,529
5/3/2019,21 - 22,512,502
5/3/2019,22 - 23,462,443
5/3/2019,23 - 00,469,346
6/3/2019,00 - 01,422,297
6/3/2019,01 - 02,434,207
6/3/2019,02 - 03,492,166
6/3/2019,03 - 04,584,160
6/3/2019,04 - 05,719,158
6/3/2019,05 - 06,858,177
6/3/2019,06 - 07,996,211
6/3/2019,07 - 08,1186,266
6/3/2019,08 - 09,1401,314
6/3/2019,09 - 10,1480,344
6/3/2019,10 - 11,1535,382
6/3/2019,11 - 12,1658,444
6/3/2019,12 - 13,1873,516
6/3/2019,13 - 14,2068,606
6/3/2019,14 - 15,2244,700
6/3/2019,15 - 16,2340,756
6/3/2019,16 - 17,2393,782
6/3/2019,17 - 18,2458,813
6/3/2019,18 - 19,2444,836
6/3/2019,19 - 20,2347,866
6/3/2019,20 - 21,2213,852
6/3/2019,21 - 22,1993,811
6/3/2019,22 - 23,1799,766
6/3/2019,23 - 00,1642,724
7/3/2019,00 - 01,1776,759
7/3/2019,01 - 02,1636,738
7/3/2019,02 - 03,1486,696
7/3/2019,03 - 04,1342,658
7/3/2019,04 - 05,1290,618
7/3/2019,05 - 06,1198,626
